id,minority,female,channel_acq,num_past_purch,spent_last_purchase,weeks_since_visit,browsing_minutes,shopping_cart
1419,0,0,3,3,71.99,6,2,0
1420,0,1,3,1,115.98,6,17,1
1421,0,0,3,2,50.99,7,1,1
1422,0,1,3,7,56.99,1,24,0
1423,0,1,5,2,161.97,5,26,1
1424,0,0,5,2,56.99,5,1,0
1425,0,0,1,2,58.99,2,3,0
1426,0,0,1,1,64.99,3,11,0
1427,0,0,1,4,137.98,6,5,0
1428,0,1,4,4,53.99,6,19,1
1429,0,1,4,0,0,7,25,0
1430,1,0,1,12,66.99,3,3,0
1431,0,1,1,0,0,5,25,0
1432,0,1,5,1,176.97,1,14,0
1433,0,0,1,4,230.97,1,15,0
1434,0,0,2,1,49.99,2,7,1
1435,0,1,2,4,163.98,1,17,0
1436,0,0,1,1,63.99,0,21,1
1437,0,0,2,2,58.99,0,12,1
1438,1,1,1,2,56.99,2,20,1
1439,0,0,2,0,0,3,11,1
1440,0,0,1,1,57.99,0,11,0
1441,0,1,3,0,0,0,20,0
1442,0,0,1,0,0,0,14,0
1443,0,0,3,1,119.98,5,1,0
1444,0,1,5,3,70.99,2,21,0
1445,1,1,1,0,0,4,10,0
1446,1,1,1,13,57.99,2,13,0
1447,0,1,2,0,0,0,19,0
1448,0,1,3,0,0,3,18,0
1449,0,1,3,4,139.98,3,24,0
1450,0,1,1,2,56.99,1,19,0
1451,0,0,1,2,271.96,6,5,0
1452,0,0,2,0,0,5,16,0
1453,1,1,1,1,54.99,7,23,0
1454,0,1,2,1,72.49,7,18,1
1455,0,1,3,0,0,0,24,0
1456,0,0,2,9,59.99,5,13,1
1457,0,0,1,11,61.49,1,12,1
1458,0,0,3,0,0,7,16,0
1459,0,0,2,1,54.99,7,14,1
1460,0,0,3,1,56.99,4,2,1
1461,0,0,2,1,55.99,0,10,0
1462,0,0,3,0,0,0,15,0
1463,1,0,1,4,73.99,0,12,1
1464,1,0,1,1,127.98,7,16,0
1465,0,1,2,2,151.98,0,11,0
1466,0,1,1,7,111.98,1,25,0
1467,1,0,1,2,53.99,1,2,0
1468,1,1,3,2,60.99,5,17,0
1469,0,1,3,7,60.49,6,14,0
1470,0,0,2,0,0,6,12,0
1471,1,0,1,2,71.99,4,1,0
1472,1,1,1,3,51.49,1,15,0
1473,0,1,2,0,0,6,16,0
1474,1,0,1,0,0,3,3,0
1475,1,1,3,0,0,2,20,1
1476,0,0,3,5,150.98,1,4,0
1477,1,0,1,7,69.99,3,11,1
1478,1,1,1,2,54.99,0,15,1
1479,0,0,1,0,0,5,2,0
1480,0,0,2,7,146.97,0,2,1
1481,0,1,3,2,64.99,5,16,0
1482,0,1,1,12,75.99,5,17,1
1483,0,1,4,5,75.99,4,16,0
1484,1,0,1,0,0,4,6,1
1485,1,1,1,0,0,0,16,0
1486,0,1,1,1,47.49,1,19,0
1487,0,0,2,2,66.99,6,17,0
1488,1,1,1,4,51.99,4,19,0
1489,0,1,3,2,73.99,6,10,1
1490,0,1,3,0,0,1,9,0
1491,0,1,2,2,58.99,5,14,0
1492,0,0,4,0,0,0,12,0
1493,0,0,2,1,78.99,0,8,1
1494,0,1,3,0,0,0,25,1
1495,0,1,3,3,145.98,2,14,1
1496,0,1,1,0,0,6,11,0
1497,0,1,3,1,64.49,2,24,0
1498,0,1,1,1,73.99,3,13,0
1499,0,0,3,0,0,1,5,0
1500,0,1,3,3,54.49,0,10,0
1501,0,0,1,4,58.99,5,3,1
1502,0,1,2,3,45.99,4,11,1
1503,0,1,2,2,130.98,2,22,0
1504,0,1,2,3,57.99,0,22,0
1505,1,1,1,1,68.99,1,19,0
1506,1,1,1,1,130.98,3,18,0
1507,1,0,1,4,51.99,4,5,0
1508,1,1,1,0,0,1,16,0
1509,0,1,1,1,66.99,0,8,0
1510,0,1,1,2,54.99,5,28,0
1511,0,1,4,3,58.99,1,13,0
1512,0,1,2,3,43.99,2,16,0
1513,0,1,2,0,0,1,17,0
1514,0,1,3,0,0,2,16,0
1515,0,1,3,1,53.99,0,20,0
1516,1,0,1,5,111.98,5,2,1
1517,0,0,4,0,0,1,4,1
1518,0,0,1,2,113.98,7,2,0
1519,1,1,1,1,63.99,3,12,0
1520,0,1,1,1,71.99,5,14,0
1521,1,1,1,0,0,5,12,0
1522,0,1,3,11,66.99,6,24,0
1523,1,0,1,5,69.99,3,10,0
1524,0,0,1,1,60.99,6,10,1
1525,0,1,4,0,0,5,28,0
1526,1,0,1,3,115.98,4,7,0
1527,0,1,1,0,0,6,24,0
1528,0,0,4,4,67.49,5,10,0
1529,1,1,3,3,230.97,5,19,0
1530,0,1,3,0,0,0,22,0
1531,0,0,3,0,0,6,11,0
1532,1,1,1,3,64.99,3,24,0
1533,0,0,5,4,54.99,7,6,0
1534,0,0,3,8,62.49,1,12,0
1535,0,0,2,0,0,6,6,0
1536,0,0,4,3,139.98,1,7,1
1537,0,1,2,1,60.49,4,4,0
1538,0,1,1,5,66.99,2,19,0
1539,0,1,2,0,0,4,21,0
1540,1,0,1,2,58.99,5,3,1
1541,0,0,1,1,60.99,5,4,0
1542,0,1,4,0,0,1,17,0
1543,0,0,3,0,0,6,6,0
1544,0,0,2,0,0,2,21,1
1545,0,0,1,2,73.49,6,8,1
1546,1,0,2,1,54.99,1,12,0
1547,0,0,3,0,0,2,8,0
1548,0,1,5,0,0,7,13,0
1549,1,1,1,0,0,1,12,0
1550,0,1,2,1,66.99,1,14,0
1551,1,1,1,1,57.99,0,21,0
1552,0,0,1,0,0,6,19,0
1553,0,0,3,0,0,6,12,0
1554,1,1,1,1,164.97,5,23,0
1555,1,1,3,0,0,5,19,0
1556,0,1,3,1,62.99,0,15,0
1557,0,0,1,0,0,4,2,1
1558,1,0,1,1,63.99,7,14,1
1559,1,0,1,0,0,3,1,0
1560,0,0,2,0,0,4,1,0
1561,1,0,1,0,0,0,3,1
1562,0,1,3,0,0,6,12,0
1563,1,1,1,0,0,2,25,0
1564,0,0,2,0,0,2,8,1
1565,0,1,3,1,55.99,5,22,0
1566,0,0,5,0,0,4,5,0
1567,0,1,4,3,139.98,2,18,0
1568,0,0,2,0,0,4,8,1
1569,1,1,1,2,135.98,5,12,1
1570,1,0,1,0,0,1,13,1
1571,0,0,1,1,45.99,4,6,1
1572,0,0,4,3,72.49,5,1,0
1573,1,1,1,2,51.49,7,16,0
1574,1,0,3,2,65.49,3,7,1
1575,0,0,2,1,58.49,3,12,0
1576,0,1,3,3,62.49,2,19,0
1577,0,1,2,1,113.98,4,10,1
1578,0,1,3,5,45.49,1,17,0
1579,0,1,3,1,200.97,3,14,0
1580,0,1,1,3,51.99,7,16,0
1581,0,1,3,0,0,5,25,1
1582,1,0,1,0,0,5,8,0
1583,0,1,3,1,58.49,5,16,0
1584,0,1,3,3,70.99,3,7,0
1585,0,1,3,5,121.98,1,11,0
1586,0,1,3,4,60.99,5,19,0
1587,0,1,3,0,0,1,20,0
1588,0,1,3,0,0,3,21,0
1589,0,1,3,3,48.99,1,24,0
1590,0,1,2,0,0,0,21,1
1591,1,1,1,0,0,0,21,0
1592,1,1,2,0,0,2,18,0
1593,1,0,1,3,57.99,1,12,0
1594,1,1,1,4,263.97,4,17,0
1595,0,1,3,0,0,5,16,0
1596,0,1,3,2,29.99,4,12,0
1597,0,1,4,1,152.97,6,21,0
1598,0,0,2,1,111.98,3,1,1
1599,1,1,1,0,0,3,19,0
1600,0,0,2,4,56.49,4,4,1
1601,1,1,1,5,66.49,6,21,0
1602,0,0,3,0,0,6,15,1
1603,0,1,2,2,215.97,0,20,0
1604,0,1,2,0,0,0,19,0
1605,0,0,5,3,114.98,6,11,0
1606,0,1,2,0,0,2,16,0
1607,0,1,3,0,0,6,21,0
1608,1,1,1,0,0,7,15,0
1609,0,0,1,5,79.98,2,3,1
1610,0,1,3,1,218.97,4,19,0
1611,0,1,1,7,113.98,4,12,0
1612,1,0,1,3,54.99,6,6,1
1613,0,1,3,2,73.49,0,20,0
1614,0,1,3,0,0,4,22,0
1615,0,1,5,0,0,1,22,1
1616,0,0,2,0,0,4,7,1
1617,0,1,3,1,212.97,5,15,0
1618,0,1,1,0,0,4,26,0
1619,0,0,1,0,0,7,12,1
1620,0,0,2,2,76.49,6,5,0
1621,1,1,1,5,60.99,4,15,0
1622,0,1,3,9,61.99,1,23,0
1623,0,0,1,0,0,2,5,1
1624,1,1,1,0,0,5,14,0
1625,0,0,1,2,45.99,3,2,0
1626,0,1,1,1,200.97,4,25,1
1627,0,1,1,3,58.99,4,16,1
1628,0,0,1,1,113.98,1,4,1
1629,0,0,5,2,119.98,0,1,0
1630,0,0,1,1,64.99,2,12,1
1631,1,1,1,1,62.99,3,11,1
1632,0,1,3,3,68.99,1,16,0
1633,1,0,1,0,0,2,22,1
1634,0,1,1,0,0,3,25,1
1635,0,0,2,0,0,1,14,0
1636,0,1,4,0,0,4,12,0
1637,0,1,1,5,125.98,6,25,0
1638,0,1,3,0,0,4,23,0
1639,1,1,1,4,57.49,0,21,0
1640,0,1,3,2,59.99,1,24,0
1641,1,1,1,3,62.99,5,20,0
1642,0,1,2,6,51.49,0,13,0
1643,0,0,2,2,52.99,0,15,1
1644,0,1,1,4,54.99,7,13,0
1645,0,0,1,5,103.98,0,13,0
1646,1,1,1,6,63.99,0,14,0
1647,1,1,3,8,64.49,1,19,0
1648,0,0,3,1,57.99,6,14,0
1649,0,0,1,0,0,0,8,1
1650,0,0,1,5,63.49,5,4,1
1651,0,1,3,4,65.99,4,15,1
1652,0,0,2,1,80.99,2,16,1
1653,0,0,2,0,0,0,18,1
1654,0,0,3,1,60.99,7,13,1
1655,0,1,2,1,64.49,7,20,0
1656,0,1,1,3,55.99,3,16,0
1657,0,1,3,2,73.99,7,22,0
1658,0,1,1,1,53.99,3,26,0
1659,0,0,1,6,40.49,6,13,0
1660,1,1,1,0,0,0,26,0
1661,0,1,1,0,0,0,21,0
1662,0,1,3,0,0,6,15,0
1663,0,0,5,1,60.99,6,9,0
1664,0,0,4,4,101.98,5,14,1
1665,0,1,1,2,51.99,1,19,0
1666,1,1,1,1,104.98,5,18,0
1667,0,1,2,2,59.99,3,13,1
1668,0,1,2,2,54.49,5,19,0
1669,0,1,1,0,0,4,18,0
1670,0,0,4,0,0,2,5,0
1671,0,0,1,2,53.99,4,7,1
1672,0,0,2,0,0,5,5,1
1673,0,0,1,3,60.99,6,2,0
1674,0,1,3,0,0,1,13,0
1675,0,1,1,2,55.99,6,17,0
1676,0,1,3,1,75.99,1,17,0
1677,0,0,1,0,0,4,1,0
1678,1,0,1,2,45.99,4,1,0
1679,1,0,2,5,54.99,7,16,0
1680,0,0,1,2,110.98,5,3,1
1681,0,0,1,1,65.99,0,1,0
1682,0,0,1,0,0,2,5,1
1683,0,1,3,0,0,2,16,1
1684,0,1,3,0,0,3,20,1
1685,0,1,1,2,76.49,5,14,1
1686,1,1,1,0,0,4,14,0
1687,0,0,2,1,60.49,1,7,0
1688,0,0,1,3,56.99,1,15,1
1689,1,0,1,4,48.99,1,2,0
1690,0,0,2,8,97.98,0,22,0
1691,1,1,1,2,76.99,1,33,0
1692,0,0,4,1,75.99,3,13,1
1693,0,1,2,3,54.99,1,21,0
1694,0,1,2,6,65.99,7,24,0
1695,0,0,2,1,176.97,0,2,1
1696,0,1,2,0,0,4,14,1
1697,0,0,3,1,123.98,5,1,0
1698,0,1,3,0,0,3,15,0
1699,0,1,3,6,64.49,6,18,0
1700,0,1,3,5,61.99,5,14,0
1701,0,0,2,1,41.99,1,7,1
1702,0,0,2,2,58.99,5,15,0
1703,0,0,2,0,0,5,7,1
1704,0,1,3,0,0,4,18,1
1705,0,0,4,3,50.99,0,14,0
1706,0,1,2,1,190.47,1,18,1
1707,0,1,4,2,58.99,1,16,0
1708,0,1,3,2,111.98,3,17,0
1709,1,0,1,7,74.99,6,2,0
1710,0,0,3,1,68.99,4,5,1
1711,0,0,1,4,56.99,4,16,1
1712,0,1,1,0,0,7,17,0
1713,0,0,4,0,0,5,7,0
1714,1,0,3,0,0,0,2,1
1715,0,0,1,1,52.99,4,10,0
1716,0,0,1,4,55.99,6,17,1
1717,0,0,5,2,68.99,1,8,0
1718,0,1,3,0,0,4,22,0
1719,0,0,2,2,56.99,0,11,0
1720,0,1,3,6,143.98,0,22,0
1721,0,0,2,5,57.99,0,6,1
1722,0,1,1,2,137.98,5,24,0
1723,0,0,2,4,70.49,6,5,0
1724,0,1,2,2,83.99,1,22,0
1725,0,0,2,3,129.98,4,1,0
1726,0,0,1,7,72.99,0,17,1
1727,0,0,2,2,62.99,6,1,0
1728,0,1,3,2,50.49,6,21,0
1729,1,0,1,7,58.99,1,4,1
1730,0,1,2,2,44.49,4,10,1
1731,0,0,4,0,0,0,15,0
1732,1,0,1,2,148.47,5,11,0
1733,0,1,2,2,82.99,7,14,1
1734,0,1,2,2,115.98,3,20,0
1735,0,1,3,1,78.49,0,23,1
1736,0,1,3,0,0,5,15,0
1737,1,0,1,3,143.98,5,10,1
1738,0,1,2,2,130.98,4,18,0
1739,0,1,1,0,0,1,15,1
1740,0,0,2,0,0,5,3,1
1741,0,1,2,1,58.99,1,21,0
1742,0,1,2,0,0,4,17,0
1743,0,0,1,0,0,5,13,1
1744,0,0,2,2,66.99,2,11,0
1745,1,0,2,1,121.98,0,19,1
1746,0,0,3,0,0,5,5,1
1747,0,1,2,9,55.99,0,17,0
1748,1,1,1,9,59.99,7,11,0
1749,1,0,1,4,61.99,5,3,1
1750,0,1,1,2,53.49,0,21,0
1751,0,1,3,0,0,1,13,0
1752,0,0,3,4,66.99,4,14,0
1753,0,0,2,0,0,1,6,0
1754,0,1,3,3,61.99,0,30,0
1755,0,0,3,3,60.99,0,2,0
1756,0,1,2,1,63.99,3,17,0
1757,0,0,1,6,61.99,4,1,0
1758,0,1,3,0,0,4,9,0
1759,1,1,1,2,44.99,5,18,0
1760,0,0,1,0,0,0,12,1
1761,0,0,1,0,0,7,13,0
1762,0,1,3,9,124.98,0,27,1
1763,0,0,3,0,0,6,1,1
1764,1,1,3,0,0,2,23,0
1765,1,0,1,5,42.49,5,4,1
1766,0,0,1,0,0,0,1,1
1767,1,1,3,6,51.99,0,22,1
1768,0,1,3,0,0,0,22,0
1769,0,1,3,3,79.49,4,16,0
1770,0,1,3,1,66.49,1,18,0
1771,0,1,1,0,0,7,26,0
1772,0,0,3,0,0,2,10,0
1773,0,0,4,5,97.98,4,12,0
1774,0,0,1,1,98.98,5,15,0
1775,0,1,2,7,110.98,5,20,0
1776,0,1,1,7,132.98,2,23,0
1777,0,0,3,0,0,2,7,0
1778,0,0,3,0,0,7,2,0
1779,0,0,1,0,0,3,5,1
1780,1,1,2,1,55.99,2,15,0
1781,0,1,4,3,58.99,2,16,0
1782,0,1,3,3,75.49,0,11,0
1783,0,1,3,0,0,4,13,0
1784,0,1,3,0,0,4,17,0
1785,1,1,3,1,71.99,0,20,0
1786,0,0,1,3,50.99,4,1,1
1787,0,1,2,3,67.99,1,10,0
1788,0,0,2,1,67.49,4,3,0
1789,0,1,3,1,71.99,6,19,0
1790,0,0,2,14,57.99,3,4,0
1791,1,1,1,0,0,0,13,1
1792,0,1,3,0,0,6,16,0
1793,1,0,2,5,58.99,7,3,0
1794,1,1,1,1,71.99,1,16,0
1795,0,1,3,1,62.99,1,24,0
1796,0,0,1,0,0,7,4,1
1797,0,1,2,4,56.49,3,13,0
1798,0,1,4,7,69.99,4,21,0
1799,1,0,1,0,0,7,6,0
1800,0,1,3,1,76.49,1,12,0
1801,0,1,2,0,0,5,10,0
1802,0,1,3,3,53.49,3,20,0
1803,0,1,3,2,253.96,6,12,0
1804,1,1,1,3,73.99,6,22,0
1805,0,0,3,4,72.49,2,2,1
1806,0,0,1,2,76.49,7,3,0
1807,0,0,3,0,0,2,2,0
1808,0,1,3,0,0,0,16,0
1809,0,0,1,3,125.98,6,3,0
1810,0,0,1,3,74.49,2,9,0
1811,0,1,3,3,104.98,1,17,1
1812,0,1,1,4,115.98,4,13,0
1813,0,0,1,1,62.99,6,7,0
1814,0,1,2,1,65.99,6,13,1
1815,1,1,1,1,109.47,1,20,1
1816,0,1,1,3,86.98,3,16,0
1817,0,0,1,5,99.98,3,8,1
1818,1,0,1,4,134.98,1,7,0
1819,0,0,2,0,0,1,7,1
1820,1,1,1,6,50.49,3,19,0
1821,0,0,2,2,64.49,2,8,0
1822,0,0,2,2,77.99,0,1,0
1823,0,1,3,1,77.99,5,16,0
1824,1,1,1,8,51.99,2,23,0
1825,1,0,2,0,0,5,12,1
1826,0,1,2,0,0,6,15,0
1827,0,0,2,1,78.49,0,8,0
1828,0,1,3,1,64.49,1,17,0
1829,0,0,1,6,64.99,2,2,1
1830,0,1,2,6,125.98,5,18,0
1831,0,1,3,0,0,5,20,0
1832,0,1,1,0,0,0,10,1
1833,0,0,2,1,170.97,0,9,0
1834,0,0,5,3,109.98,4,2,0
1835,0,1,1,2,173.97,1,23,1
1836,0,0,1,2,54.99,3,2,1
1837,0,0,1,0,0,5,4,0
1838,0,0,5,0,0,1,8,0
1839,0,0,3,3,82.99,1,15,0
1840,1,0,1,0,0,5,10,0
1841,0,1,3,1,71.49,7,14,1
1842,0,0,3,9,61.49,1,9,1
1843,1,1,1,0,0,1,20,0
1844,0,1,3,2,124.98,2,15,1
1845,0,1,3,5,41.99,5,10,0
1846,0,1,3,2,58.99,5,23,0
1847,1,1,2,5,53.99,5,10,0
1848,0,1,1,0,0,1,18,0
1849,1,1,1,1,73.99,6,12,0
1850,0,1,1,1,72.99,7,16,0
1851,0,0,3,9,127.98,1,6,0
1852,0,1,1,1,60.99,3,13,0
1853,0,0,2,0,0,5,15,1
1854,0,0,2,3,137.97,4,5,1
1855,1,0,1,2,143.98,3,19,0
1856,0,0,3,2,73.99,1,5,1
1857,0,1,2,4,41.99,6,12,0
1858,0,1,3,0,0,2,14,0
1859,0,0,1,1,70.99,2,3,0
1860,1,0,1,2,103.98,2,8,1
1861,0,0,3,5,39.99,6,11,0
1862,1,0,2,5,148.98,6,12,1
1863,0,1,4,2,42.99,4,23,0
1864,0,0,1,0,0,0,1,0
1865,0,1,3,3,267.96,7,15,0
1866,1,1,1,0,0,3,9,0
1867,0,1,1,5,62.99,4,12,0
1868,1,1,1,0,0,0,29,1
1869,0,1,3,1,42.99,4,32,0
1870,0,1,3,1,55.99,3,13,1
1871,1,1,1,0,0,2,20,0
1872,0,1,1,8,65.49,7,23,0
1873,0,0,3,0,0,7,3,0
1874,0,1,2,0,0,6,18,0
1875,0,1,3,0,0,2,22,0
1876,1,1,1,6,66.99,1,11,0
1877,0,1,2,1,77.99,7,23,0
1878,0,0,3,3,55.99,1,4,0
1879,0,1,2,2,66.99,4,19,1
1880,0,1,2,1,123.98,2,15,0
1881,0,0,1,1,52.99,1,15,0
1882,0,1,3,2,55.49,6,9,0
1883,0,1,1,3,44.99,0,14,0
1884,0,1,4,1,76.99,0,21,0
1885,0,0,3,0,0,0,18,1
1886,0,0,1,3,64.99,0,19,1
1887,0,1,3,1,106.98,6,13,0
1888,0,1,3,0,0,5,9,0
1889,0,0,3,0,0,4,7,1
1890,1,1,3,1,57.49,5,16,0
1891,1,1,1,1,44.99,5,19,0
1892,0,1,1,0,0,5,13,0
1893,0,0,2,0,0,0,14,0
1894,0,0,3,1,71.49,0,14,1
1895,0,1,5,2,69.49,4,20,0
1896,0,1,1,0,0,0,14,0
1897,1,1,1,1,147.98,5,12,0
1898,1,1,1,2,50.99,4,14,0
1899,1,1,1,0,0,6,20,0
1900,0,1,1,5,116.98,2,19,0
1901,0,1,1,2,125.98,2,5,0
1902,0,1,1,3,55.49,1,15,1
1903,0,1,3,0,0,6,20,0
1904,1,1,3,8,81.98,6,18,1
1905,0,1,3,1,72.99,7,12,0
1906,0,0,1,0,0,0,11,1
1907,0,1,2,1,43.99,0,14,0
1908,0,1,4,1,55.99,7,16,0
1909,0,0,1,0,0,5,12,0
1910,0,0,2,9,67.99,0,11,1
1911,0,1,5,0,0,1,18,0
1912,1,1,3,0,0,4,20,0
1913,0,1,2,4,51.99,5,19,0
1914,0,1,3,0,0,4,13,0
1915,0,0,2,2,56.99,6,13,0
1916,1,0,1,0,0,5,13,1
1917,0,0,3,0,0,5,11,1
1918,0,0,1,5,114.98,0,4,1
1919,0,0,3,0,0,1,17,0
1920,0,0,2,1,94.98,1,11,1
1921,1,1,1,2,87.49,2,17,0
1922,0,0,3,2,279.96,5,8,0
1923,0,1,1,1,39.49,2,16,0
1924,0,1,3,2,63.99,2,16,0
1925,0,1,1,0,0,5,19,0
1926,0,0,1,3,132.98,0,12,0
1927,0,1,3,0,0,2,14,0
1928,0,0,2,4,63.99,4,3,0
1929,1,0,1,2,60.99,3,5,1
1930,0,0,1,1,135.98,5,7,1
1931,1,0,2,3,149.98,5,5,0
1932,0,1,3,0,0,3,21,1
1933,0,0,1,1,51.99,5,1,1
1934,0,1,1,2,37.99,5,23,1
1935,0,1,3,1,58.49,1,19,0
1936,0,0,1,0,0,5,10,0
1937,0,0,3,0,0,3,9,0
1938,0,0,5,3,73.99,0,3,0
1939,0,0,3,4,62.99,4,12,0
1940,0,1,1,14,49.49,3,23,0
1941,0,1,2,8,127.98,2,11,0
1942,0,1,1,2,64.99,2,10,0
1943,0,1,3,0,0,6,20,0
1944,0,1,3,1,59.49,5,18,0
1945,1,0,2,2,132.98,3,6,1
1946,1,1,1,1,233.97,0,17,0
1947,1,1,3,5,114.98,4,14,0
1948,0,0,1,1,146.97,5,1,1
1949,0,0,3,0,0,0,6,0
1950,0,1,3,5,57.49,0,17,0
1951,0,0,3,3,78.98,6,7,1
1952,0,1,1,4,182.97,5,20,0
1953,0,0,2,1,50.49,0,13,0
1954,0,1,4,0,0,6,15,0
1955,1,0,3,0,0,5,15,0
1956,1,0,1,0,0,4,10,1
1957,0,1,3,4,112.98,0,20,0
1958,0,1,1,0,0,5,17,1
1959,0,0,1,0,0,3,11,0
1960,0,1,3,2,74.99,1,18,0
1961,0,0,2,1,61.99,5,9,0
1962,1,1,1,0,0,0,12,0
1963,0,0,1,2,51.99,5,5,0
1964,0,1,3,0,0,4,19,1
1965,1,0,1,0,0,7,15,0
1966,0,1,4,0,0,0,13,0
1967,0,0,1,0,0,1,10,1
1968,0,1,4,6,66.99,4,13,1
1969,0,0,1,1,58.49,6,4,0
1970,1,1,1,1,53.99,2,8,0
1971,0,1,3,5,59.99,1,17,1
1972,0,0,3,1,116.98,7,7,0
1973,0,1,1,2,136.47,0,19,1
1974,0,1,3,2,68.99,3,25,0
1975,1,0,1,0,0,0,7,0
1976,0,0,3,0,0,4,15,0
1977,0,1,3,0,0,3,18,0
1978,0,0,3,5,153.98,7,15,0
1979,0,0,3,3,68.99,4,2,1
1980,0,1,1,0,0,4,25,0
1981,0,0,1,4,102.98,5,10,1
1982,0,0,3,5,56.99,5,1,0
1983,0,0,1,2,231.96,4,14,1
1984,0,1,1,8,62.49,3,20,0
1985,0,1,3,1,121.98,5,19,0
1986,0,0,2,5,69.99,0,4,0
1987,1,0,3,1,59.49,5,21,0
1988,0,1,4,5,175.47,4,19,0
1989,1,1,1,3,61.49,5,10,0
1990,0,1,3,0,0,4,14,0
1991,0,1,2,1,116.98,4,18,0
1992,0,1,2,0,0,3,17,0
1993,0,0,2,0,0,4,1,0
1994,0,1,3,2,46.99,4,24,0
1995,1,0,1,2,56.99,5,8,1
1996,0,0,1,1,68.49,0,1,1
1997,0,1,3,0,0,5,17,0
1998,0,1,3,0,0,4,11,1
1999,0,1,1,20,131.98,1,19,0
2000,0,1,3,0,0,6,24,1
2001,0,1,2,5,187.96,6,17,1
2002,0,1,4,6,130.98,2,14,0
2003,0,0,1,0,0,7,16,0
2004,1,1,1,0,0,3,22,0
2005,1,1,1,1,49.99,1,15,0
2006,0,0,1,0,0,1,12,0
2007,1,0,1,2,37.49,4,2,1
2008,0,0,1,3,61.99,3,8,0
2009,1,1,1,2,61.49,5,14,0
2010,0,0,4,2,107.98,6,13,0
2011,0,0,2,2,135.98,4,10,1
2012,0,1,2,4,51.99,3,20,0
2013,0,1,3,7,121.98,6,13,0
2014,0,1,3,4,63.99,1,22,0
2015,0,1,2,1,128.98,7,7,0
2016,0,0,3,1,59.99,1,12,1
2017,0,1,3,1,63.99,4,14,0
2018,0,1,1,6,57.99,4,24,0
2019,0,1,1,1,119.98,6,19,0
2020,0,0,1,5,76.99,1,25,1
2021,0,1,3,0,0,7,17,0
2022,0,0,1,2,60.49,6,19,1
2023,1,1,1,4,132.98,1,21,1
2024,0,0,3,1,109.98,1,4,1
2025,1,1,1,0,0,6,17,0
2026,0,0,3,1,59.99,5,2,1
2027,0,0,3,2,57.99,1,15,1
2028,1,1,1,3,55.99,6,16,0
2029,0,1,3,0,0,1,14,0
2030,0,0,4,2,59.99,7,14,0
2031,0,0,2,0,0,2,17,1
2032,0,0,3,4,59.99,6,11,0
2033,1,1,3,0,0,0,16,0
2034,0,0,3,1,217.96,2,5,0
2035,0,1,3,1,56.99,2,16,0
2036,0,0,1,2,66.99,4,6,1
2037,0,1,1,4,131.97,4,23,0
2038,1,1,2,0,0,6,16,0
2039,0,0,1,6,58.99,1,2,1
2040,0,0,5,0,0,0,17,0
2041,1,1,1,8,72.99,1,18,0
2042,0,1,3,1,58.99,1,21,0
2043,0,1,1,1,42.99,6,30,0
2044,0,0,1,9,36.99,4,1,0
2045,0,0,3,0,0,2,1,1
2046,0,1,2,1,65.99,4,24,0
2047,0,1,3,3,73.49,5,17,0
2048,0,0,1,1,42.49,7,8,0
2049,0,1,3,0,0,3,19,0
2050,0,1,1,6,209.96,6,17,1
2051,0,1,1,1,119.98,0,11,0
2052,0,1,3,1,212.97,4,19,1
2053,0,0,2,0,0,5,7,1
2054,0,0,2,4,58.99,2,15,1
2055,0,0,1,2,65.99,0,22,1
2056,0,1,3,4,46.49,3,20,1
2057,0,1,5,1,72.49,1,22,1
2058,1,1,1,1,51.49,4,16,0
2059,1,0,1,0,0,4,10,0
2060,0,0,3,0,0,4,12,0
2061,0,1,2,1,47.99,5,19,1
2062,0,0,2,1,63.99,4,25,0
2063,0,0,1,0,0,7,10,1
2064,0,1,2,4,44.99,6,17,0
2065,0,1,3,1,54.99,6,12,0
2066,1,1,2,1,61.49,1,20,1
2067,0,1,2,3,81.99,1,13,0
2068,0,0,3,1,56.99,4,10,0
2069,0,1,3,1,72.99,4,21,0
2070,1,0,1,11,58.99,2,5,0
2071,0,1,3,1,59.99,1,18,0
2072,0,1,2,3,105.98,0,21,0
2073,0,1,2,0,0,5,18,0
2074,1,1,1,0,0,6,9,1
2075,1,0,1,2,87.99,4,14,0
2076,0,0,2,3,53.99,2,10,1
2077,1,0,1,1,63.99,4,7,1
2078,0,1,3,2,65.99,3,17,0
2079,0,0,3,0,0,1,7,1
2080,0,0,2,0,0,4,10,0
2081,0,1,4,3,75.49,4,23,1
2082,0,0,1,0,0,4,13,1
2083,1,1,1,8,54.99,6,18,1
2084,1,0,1,0,0,0,3,0
2085,0,0,3,1,56.99,4,16,1
2086,0,0,2,7,56.49,5,13,1
2087,0,1,2,2,203.97,6,18,0
2088,1,1,1,1,137.98,0,14,0
2089,0,0,3,1,242.97,6,15,1
2090,1,1,2,0,0,0,13,0
2091,0,1,3,1,74.49,5,18,0
2092,0,0,2,1,46.99,1,7,0
2093,0,1,1,9,110.98,0,27,0
2094,0,0,1,1,47.99,5,4,0
2095,0,1,3,4,124.98,0,6,0
2096,0,1,3,1,60.49,2,18,1
2097,0,1,1,1,146.98,0,13,0
2098,0,1,5,0,0,5,10,1
2099,0,1,2,5,62.99,3,16,1
2100,0,1,2,0,0,2,19,0
2101,0,1,3,0,0,1,18,0
2102,0,0,1,1,52.99,1,12,0
2103,1,0,1,3,52.99,2,7,0
